Playback::frame, 0
Playback::version, 2, 131603
#
# FMOD v2.02.13 command capture
#   System::setSoftwareChannels(numsoftwarechannels: 256)
#   System::setDSPBufferSize(bufferlength: 1024, numbuffers: 4)
#   System::setSoftwareFormat(samplerate: 48000, speakermode: 3, numrawspeakers: 2)
#   System::setAdvancedSettings(settings: {maxMPEGCodecs: 0, maxADPCMCodecs: 0, maxXMACodecs: 0, maxVorbisCodecs: 256, maxAT9Codecs: 0, maxFADPCMCodecs: 0, maxPCMCodecs: 0, maxOpusCodecs: 0
#       ASIONumChannels: 0, vol0virtualvol: 0, defaultDecodeBufferSize: 400, geometryMaxFadeTime: 0,
#       distanceFilterCenterFreq: 1500, reverb3Dinstance: 0, DSPBufferPoolSize: 8, resamplerMethod: 2, randomSeed: 2984233082})
#   Studio::System::setAdvancedSettings(settings: {commandqueuesize: 32768, handleinitialsize: 65536, studioupdateperiod: 20, idlesampledatapoolsize: 262144})
#   Studio::System::initialize(maxchannels: 1024, studioflags: 0x00000009, flags: 0x00030000)
#
Playback::frame, 0
# Printing initial instance state
System::loadBankFile, HH_FMOD/Build/Desktop/Master.strings.bank, 0, 2097344
Playback::loadBankFinished, {1cb706d2-24ba-052d-1995-f39a147c13a8}, 2097344, 0
System::loadBankFile, HH_FMOD/Build/Desktop/Master.bank, 0, 2097600
Playback::loadBankFinished, {84aa2606-55c1-496f-9fdc-7964e58f1530}, 2097600, 0
Bank::getEventListItem, 2097600, 66, {d45b94ba-c14f-4705-8ac3-70f7cca64759}, 2119104
Bank::getEventListItem, 2097600, 67, {d60fbabd-9427-4735-9914-cc8cdd8ab072}, 2119360
Bank::getEventListItem, 2097600, 68, {94699cc5-60b8-4c65-8622-c40672dfa94a}, 2119616
Bank::getEventListItem, 2097600, 69, {dd3a63c6-8591-4fd4-9937-2b9925cd7732}, 2119872
Bank::getEventListItem, 2097600, 70, {83f438cb-9c55-44d4-a087-d21ee1ffca36}, 2120128
Bank::getEventListItem, 2097600, 71, {541598d6-29e2-43ab-a942-fb5b9c98a285}, 2120384
Bank::getEventListItem, 2097600, 72, {8bf3edd6-4916-4d96-b969-6d45d408f120}, 2120640
Bank::getEventListItem, 2097600, 73, {b15185d9-5cb1-41e4-9864-17c148be57ce}, 2120896
Bank::getEventListItem, 2097600, 74, {d936c6db-650b-4785-9713-bd9ac56f61fe}, 2121152
Bank::getEventListItem, 2097600, 75, {a1d08bdc-d4ff-4bf3-ae89-525c7eb1e431}, 2121408
Bank::getEventListItem, 2097600, 76, {e39c04dd-394f-4c15-ad44-a548ce27d5d2}, 2121664
Bank::getEventListItem, 2097600, 77, {e612c1de-14d5-4442-ac06-77f5bbdc291c}, 2121920
Bank::getEventListItem, 2097600, 78, {fd4fdbdf-23f9-4ee1-b079-f24b53bfe7ab}, 2122176
Bank::getEventListItem, 2097600, 79, {fe7835e1-5845-42ee-9719-c04245987711}, 2122432
Bank::getEventListItem, 2097600, 80, {871841e4-bc57-4439-a06b-c317a8ace1fd}, 2122688
Bank::getEventListItem, 2097600, 81, {a90ddbe5-5798-4ae9-8564-ce0586544a49}, 2122944
Bank::getEventListItem, 2097600, 82, {d29949e6-b3ab-45bc-9c8d-7e61180ede1d}, 2123200
Bank::getEventListItem, 2097600, 83, {ba4e9be6-c18c-43c3-8908-c7a1ae8d1f49}, 2123456
Bank::getEventListItem, 2097600, 84, {3e9d96e8-281a-46ab-9507-80cce391c9df}, 2123712
Bank::getEventListItem, 2097600, 85, {87fc38e9-853c-4a55-a64d-0ade2cd66fa4}, 2123968
Bank::getEventListItem, 2097600, 86, {2de404ed-25a3-4c16-b506-387fd09763ea}, 2124224
Bank::getEventListItem, 2097600, 87, {b50422ee-9c25-4ff8-83ca-8ec1b2cc5419}, 2124480
Bank::getEventListItem, 2097600, 88, {14adfdf1-d7f1-4eed-8422-dc74461d7378}, 2124736
Bank::getEventListItem, 2097600, 89, {6f4932f4-6518-4f47-beae-e9ecabc86485}, 2124992
Bank::getEventListItem, 2097600, 90, {4ba65cf7-03d9-49b0-add6-e3cf36b2c8c5}, 2125248
Bank::getEventListItem, 2097600, 91, {573c49fa-7932-414c-8c9f-2eef04068d5b}, 2125504
Bank::getEventListItem, 2097600, 92, {cd9286fc-b022-43f2-997b-606c39f89e8e}, 2125760
Bank::getEventListItem, 2097600, 93, {5e6e56fe-28df-42f4-a437-c9c288e39ae9}, 2126016
Bank::getBusListItem, 2097600, 0, {3b20d60b-4812-415d-98d9-55b7ed6b7e31}, 3982016
Bank::getBusListItem, 2097600, 1, {737f9381-e40d-4401-8c42-8a29d75e78a1}, 3981760
Bus::setVolume, 3981760, 0
Bank::getBusListItem, 2097600, 2, {909c3996-6c95-4dd5-8282-6b7f3c259980}, 3981504
Bank::getBusListItem, 2097600, 3, {c58428d2-fce0-4ffc-b8ca-f61535bc1c33}, 3982272
Bus::setVolume, 3982272, 0
Bank::getBusListItem, 2097600, 4, {e5b68109-db04-4d15-a9e0-687c669880d7}, 3981248
System::loadBankFile, HH_FMOD/Build/Desktop/Ambience.bank, 0, 2097856
Playback::loadBankFinished, {32d67ebe-8c6f-47c5-9373-b5b2fd8b1191}, 2097856, 0
Bank::getEventListItem, 2097856, 0, {a8add201-a2f0-45fc-a18d-13455069ef2a}, 2126272
Bank::getEventListItem, 2097856, 1, {cfcc0d02-154e-48f7-b7df-ae7585f72328}, 2126528
Bank::getEventListItem, 2097856, 2, {d96c0603-f4d9-4dab-8a02-370b2f6a777c}, 2126784
Bank::getEventListItem, 2097856, 3, {0a932803-ff6c-4084-852d-d43b0332fbf4}, 2127040
Bank::getEventListItem, 2097856, 4, {443a3f03-fdcd-42f5-9888-eeccae164ec7}, 2127296
Bank::getEventListItem, 2097856, 5, {a248fd03-9559-4c7c-93d5-322b6aad5b31}, 2127552
Bank::getEventListItem, 2097856, 6, {32e8d205-c380-46fa-a08d-6643e24e5470}, 2127808
Bank::getEventListItem, 2097856, 7, {cb27f607-9573-4692-bfc3-08f09112aab9}, 2128064
Bank::getEventListItem, 2097856, 8, {a84cc808-4b28-48ca-96ea-9f421e4fa270}, 2128320
Bank::getEventListItem, 2097856, 9, {f2d4ec09-33a6-49d8-9051-f26cd24eaf14}, 2128576
Bank::getEventListItem, 2097856, 10, {d2c03e0c-fe8f-4f06-865e-8c32b7f79180}, 2128832
Bank::getEventListItem, 2097856, 11, {04a1970f-52c2-4569-a7a6-1dec6b55a8a7}, 2129088
Bank::getEventListItem, 2097856, 12, {2d7f8e11-7b65-457a-92f9-02b618010978}, 2129344
Bank::getEventListItem, 2097856, 13, {a6b1cc11-3241-4609-8ed5-eeee6f1b13bb}, 2129600
Bank::getEventListItem, 2097856, 14, {e7a96814-b3c5-48bf-8450-c0624761181f}, 2129856
Bank::getEventListItem, 2097856, 15, {87d17e14-6f3f-4ac1-bab0-8b5b99184b25}, 2130112
Bank::getEventListItem, 2097856, 16, {5f2afb14-58bd-4e12-828b-4ecf9cc3206e}, 2130368
Bank::getEventListItem, 2097856, 17, {69e83817-76e1-4e61-a5d9-3806fbba09c8}, 2130624
Bank::getEventListItem, 2097856, 18, {09dcc318-3230-43eb-941c-02f304ff9329}, 2130880
Bank::getEventListItem, 2097856, 19, {38b06c19-ce00-453d-ac4e-da9d8bc2c35b}, 2131136
Bank::getEventListItem, 2097856, 20, {988d271a-09cf-4079-9e93-06b8b043ed6b}, 2131392
Bank::getEventListItem, 2097856, 21, {c172a31b-65b0-4e7a-bba7-b4ce9fff9b52}, 2131648
Bank::getEventListItem, 2097856, 22, {5b5bc21d-0db5-4011-b0ad-db8ec610c22b}, 2131904
Bank::getEventListItem, 2097856, 23, {3944511f-b7cd-45ba-91b2-4ae78ba2bba3}, 2132160
Bank::getEventListItem, 2097856, 24, {f452b41f-5781-4501-951e-d4322fc2b9d9}, 2132416
Bank::getEventListItem, 2097856, 25, {95eb8620-8090-4e98-8a34-b7cce95dc243}, 2132672
Bank::getEventListItem, 2097856, 26, {eec5c620-67c3-4209-af59-905118e4bda2}, 2132928
Bank::getEventListItem, 2097856, 27, {edd7a421-545e-46ac-92a0-b665fb22751d}, 2133184
Bank::getEventListItem, 2097856, 28, {61da4e22-800d-4b3c-9180-a239e21977cb}, 2133440
Bank::getEventListItem, 2097856, 29, {9b054423-3028-424f-8ba8-f65b79ebf4a9}, 2133696
Bank::getEventListItem, 2097856, 30, {ae0bf024-418c-495d-884c-5e1a027cc422}, 2133952
Bank::getEventListItem, 2097856, 31, {7f78b825-78fc-4452-8200-ef5a6ea085c3}, 2134208
Bank::getEventListItem, 2097856, 32, {f1dff927-c0ad-4c70-9288-9c9b797b6d9c}, 2134464
Bank::getEventListItem, 2097856, 33, {95e18128-1522-435f-bfe7-8e0b8b6e7e9a}, 2134720
Bank::getEventListItem, 2097856, 34, {a3efb429-4f08-4eab-873c-bb40741b2804}, 2134976
Bank::getEventListItem, 2097856, 35, {b2fadb2c-1407-45c1-b7b4-78bb448ec458}, 2135232
Bank::getEventListItem, 2097856, 36, {2f084d2d-3046-4c32-963b-30890ed57ea0}, 2135488
Bank::getEventListItem, 2097856, 37, {8f5c7a2e-6578-46e3-8a74-ec5ac4e60b4b}, 2135744
Bank::getEventListItem, 2097856, 38, {b0f1a130-3a20-4829-84ab-b18561d783fd}, 2136000
Bank::getEventListItem, 2097856, 39, {0e19c830-bc3d-4627-87a5-965b8961fe27}, 2136256
Bank::getEventListItem, 2097856, 40, {7ef6db32-10b4-4e0b-a246-0b6b5d432143}, 2136512
Bank::getEventListItem, 2097856, 41, {a6933434-49f7-4aa1-a1a6-ec200761eebe}, 2136768
Bank::getEventListItem, 2097856, 42, {c7c28235-c440-49b8-9089-a1449d774032}, 2137024
Bank::getEventListItem, 2097856, 43, {1839c136-432f-4df8-bebc-ad912dbdb069}, 2137280
Bank::getEventListItem, 2097856, 44, {6561cc37-fc10-4b05-a1bd-52575fe6ab4a}, 2137536
Bank::getEventListItem, 2097856, 45, {61225039-8417-489a-bc1b-4eb7d1b2bbec}, 2137792
Bank::getEventListItem, 2097856, 46, {9476193a-d2e2-4aec-ad04-b34bec4e1613}, 2138048
Bank::getEventListItem, 2097856, 47, {e6aaf53b-4294-4f7d-a508-aefebdd6ef5f}, 2138304
Bank::getEventListItem, 2097856, 48, {b2a6293c-61e5-4070-a16d-9b1735631de8}, 2138560
Bank::getEventListItem, 2097856, 49, {72a8953c-778b-40fe-b0af-61ddd4ca7d27}, 2138816
Bank::getEventListItem, 2097856, 50, {bbd6b33c-f697-4e4b-ae9d-61d1e73e1bc2}, 2139072
Bank::getEventListItem, 2097856, 51, {b8f0c13c-c750-45f5-b410-ef585f397b53}, 2139328
Bank::getEventListItem, 2097856, 52, {3cc6933e-148c-4b55-8ce7-d179bc50e158}, 2139584
Bank::getEventListItem, 2097856, 53, {62f9d83e-0bac-40d5-b6e7-c06fc79ad4c5}, 2139840
Bank::getEventListItem, 2097856, 54, {e3453e3f-826d-4d77-9570-3e0b8b0db929}, 2140096
Bank::getEventListItem, 2097856, 55, {ad38423f-a7eb-4310-a71d-c62f7e7846b4}, 2140352
Bank::getEventListItem, 2097856, 56, {c49ab53f-7a7e-4547-ab3c-7666c9175447}, 2140608
Bank::getEventListItem, 2097856, 57, {bf1d2f41-be99-45c4-a3fb-7b5897086d3c}, 2140864
Bank::getEventListItem, 2097856, 58, {d5b66b43-05da-4f32-a24f-1086bd3e487c}, 2141120
Bank::getEventListItem, 2097856, 59, {dca68444-35fd-4e8a-a756-65f2dd82cf08}, 2141376
Bank::getEventListItem, 2097856, 60, {b34b7c46-0553-4c13-9542-bf7313755ccd}, 2141632
Bank::getEventListItem, 2097856, 61, {d2dccc46-89ed-4b8b-bb8a-19061a24e520}, 2141888
Bank::getEventListItem, 2097856, 62, {18de4447-4048-412e-98f3-506140b696c0}, 2142144
Bank::getEventListItem, 2097856, 63, {206bea47-2b7a-4355-9118-40de4860084b}, 2142400
Bank::getEventListItem, 2097856, 64, {5f183648-478c-4ccb-8a81-e4ea4354bcb6}, 2142656
Bank::getEventListItem, 2097856, 65, {7849b148-e946-4673-87e5-8ccc20142207}, 2142912
Bank::getEventListItem, 2097856, 66, {02e47549-67e2-410b-9be7-80f65d3c8749}, 2143168
Bank::getEventListItem, 2097856, 67, {6849174c-2109-4092-8579-bb98fe4a2d14}, 2143424
Bank::getEventListItem, 2097856, 68, {9e9b394c-ba3b-4f54-bd8e-968b5e109cc9}, 2143680
Bank::getEventListItem, 2097856, 69, {354dff4c-c841-420f-9920-b7abeede3001}, 2143936
Bank::getEventListItem, 2097856, 70, {900c0c4d-c962-4264-8821-6450b210151b}, 2144192
Bank::getEventListItem, 2097856, 71, {8c67af4f-e908-48b2-93a8-754ff1e36b1d}, 2144448
Bank::getEventListItem, 2097856, 72, {c38b6250-4911-46ee-9b69-03ee65ab50c9}, 2144704
Bank::getEventListItem, 2097856, 73, {7c701353-afa4-4048-ab48-87f60ea709bf}, 2144960
Bank::getEventListItem, 2097856, 74, {3eb2db55-0b6e-4dc5-85bc-c459f2dfe713}, 2145216
Bank::getEventListItem, 2097856, 75, {a8ded557-0129-42dc-9ef3-b0e4dcfa5393}, 2145472
Bank::getEventListItem, 2097856, 76, {5e0f6f58-99ad-418e-a058-1204ef7be470}, 2145728
Bank::getEventListItem, 2097856, 77, {13f51359-5cf6-4444-9559-4ab6fbd819d1}, 2145984
Bank::getEventListItem, 2097856, 78, {562fa35b-7330-475f-865e-647caab7be94}, 2146240
Bank::getEventListItem, 2097856, 79, {3fbc0b5c-a0e3-473e-a7c9-6cca2e87a3cb}, 2146496
Bank::getEventListItem, 2097856, 80, {b1f88a5d-a92a-41ed-8aac-0223bcafa07c}, 2146752
Bank::getEventListItem, 2097856, 81, {d3a6115f-f43e-4c41-ad68-4df34b783359}, 2147008
Bank::getEventListItem, 2097856, 82, {38502c5f-d845-4db7-aa83-dfd8af7fbaa1}, 2147264
Bank::getEventListItem, 2097856, 83, {38925263-85ed-4db6-9eb8-ad556bd0f055}, 2147520
Bank::getEventListItem, 2097856, 84, {dcd7aa64-5a30-4f1a-a6c6-3ef6e8a0ed2a}, 2147776
Bank::getEventListItem, 2097856, 85, {ebf68165-3c1e-4246-807a-1f60eff251a7}, 2148032
Bank::getEventListItem, 2097856, 86, {a9d9e765-cb3b-47f9-8baa-ba390d742ac9}, 2148288
Bank::getEventListItem, 2097856, 87, {f41bfe65-0bc4-4918-a99d-94fdb44dcbac}, 2148544
Bank::getEventListItem, 2097856, 88, {36d37366-eed2-40af-83c9-0bb6cf33b88f}, 2148800
Bank::getEventListItem, 2097856, 89, {e76aba66-2cd7-4e31-ba12-fe64ab17d7d7}, 2149056
Bank::getEventListItem, 2097856, 90, {734d1d67-b24e-4213-bbb4-afe32a7b4556}, 2149312
Bank::getEventListItem, 2097856, 91, {239eac68-7cba-4362-884c-851d001e2c1b}, 2149568
Bank::getEventListItem, 2097856, 92, {fda81069-7830-474d-bd7e-1fae1da5895b}, 2149824
Bank::getEventListItem, 2097856, 93, {a8ab5b6a-a1d2-4cdd-8f77-eed95b757e98}, 2150080
Bank::getEventListItem, 2097856, 94, {5f26e06c-7f11-435b-8e10-9d8c8af649f8}, 2150336
Bank::getEventListItem, 2097856, 95, {c88e4b6d-286f-44b0-9e87-36ccb03443b4}, 2150592
Bank::getEventListItem, 2097856, 96, {e242f06d-4355-4320-8819-002e8415f0d0}, 2150848
Bank::getEventListItem, 2097856, 97, {a03e276e-a3e1-42d9-9f16-b14c8e3c2728}, 2151104
Bank::getEventListItem, 2097856, 98, {72bea36e-85f2-456e-a657-97910aa5f7d3}, 2151360
Bank::getEventListItem, 2097856, 99, {a24f956f-6248-4894-abdf-0e951ed816b3}, 2151616
Bank::getEventListItem, 2097856, 100, {c8dc3a70-276f-4535-bf68-f163c4cf84a2}, 2151872
Bank::getEventListItem, 2097856, 101, {6bdc4170-d934-4880-ae9f-e0dca2261a25}, 2152128
Bank::getEventListItem, 2097856, 102, {aa74ba70-386d-46b7-9a64-2d22af21c11e}, 2152384
Bank::getEventListItem, 2097856, 103, {d2b9c270-040a-47df-b08c-a1de98131d1d}, 2152640
Bank::getEventListItem, 2097856, 104, {2e05fd70-4283-4146-a6b7-e1a314207570}, 2152896
Bank::getEventListItem, 2097856, 105, {55bb1873-fb26-4368-83ee-3c5a686f23df}, 2153152
Bank::getEventListItem, 2097856, 106, {99fc1c75-1546-49a3-9f51-d275b203bde6}, 2153408
Bank::getEventListItem, 2097856, 107, {07dce775-e46b-4602-938b-c4e56b2ac699}, 2153664
Bank::getEventListItem, 2097856, 108, {1a322076-0c4e-4abb-9045-d919a1fde27a}, 2153920
Bank::getEventListItem, 2097856, 109, {db68c176-e4f7-4ff7-a364-04559a671bdb}, 2154176
Bank::getEventListItem, 2097856, 110, {9b72d876-b219-444a-9ad0-0c8869931a21}, 2154432
Bank::getEventListItem, 2097856, 111, {a07fc278-4723-47b7-924a-422ce0e64893}, 2154688
Bank::getEventListItem, 2097856, 112, {886dd578-ca82-42f3-8c84-bb30d476037c}, 2154944
Bank::getEventListItem, 2097856, 113, {251a9d7a-8823-4cdd-9983-107cb29c0e7f}, 2155200
Bank::getEventListItem, 2097856, 114, {97e7437d-3147-4468-988e-3871d4d1f700}, 2155456
Bank::getEventListItem, 2097856, 115, {670c637d-1f2d-43f4-83f7-2872256cc8b7}, 2155712
Bank::getEventListItem, 2097856, 116, {f59c317e-deab-4854-849f-89226f6c9154}, 2155968
Bank::getEventListItem, 2097856, 117, {b2468a7e-2fdc-40b2-9a79-e02edf87e251}, 2156224
Bank::getEventListItem, 2097856, 118, {4a3d4f7f-1249-41af-988e-f2e03f9d7c3b}, 2156480
Bank::getEventListItem, 2097856, 119, {aab8c77f-44a3-4678-935f-0993d7bd4028}, 2156736
Bank::getEventListItem, 2097856, 120, {b5f06282-e620-4eb5-9246-998e5fe79386}, 2156992
Bank::getEventListItem, 2097856, 121, {8bad1184-5579-44bf-808e-f0e43b5f6af5}, 2157248
Bank::getEventListItem, 2097856, 122, {cf0dd984-a04b-4983-86db-4be0391e011b}, 2157504
Bank::getEventListItem, 2097856, 123, {26d2a287-7957-4634-895c-3c43c38c4121}, 2157760
Bank::getEventListItem, 2097856, 124, {4458d588-bda0-43ec-9091-5a1e0a409350}, 2158016
Bank::getEventListItem, 2097856, 125, {39ddf48e-9cd0-4358-b105-d247729418e9}, 2158272
Bank::getEventListItem, 2097856, 126, {7c6e1e90-bd7c-4f5e-84b2-f1d2be0dec1e}, 2158528
Bank::getEventListItem, 2097856, 127, {3ea8b190-ad76-4eb6-a25c-da5c3c3c2bec}, 2158784
Bank::getEventListItem, 2097856, 128, {a9154f92-ced0-4f19-97fd-06cbe85caf8a}, 2159040
Bank::getEventListItem, 2097856, 129, {5d149f92-c5d2-4bef-976e-293be03cd224}, 2159296
Bank::getEventListItem, 2097856, 130, {e4943c93-21c5-47cd-b931-d13b5d01d140}, 2159552
Bank::getEventListItem, 2097856, 131, {331ace96-4c82-4745-85b3-30149b56d048}, 2159808
Bank::getEventListItem, 2097856, 132, {d3fad797-1aae-43ae-b8a6-ea7716e1114b}, 2160064
Bank::getEventListItem, 2097856, 133, {98dba59a-792d-4d28-8bac-e7dda39d352d}, 2160320
Bank::getEventListItem, 2097856, 134, {0120eb9b-14bf-47f1-a1c9-0308c93f5ad8}, 2160576
